Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","2021","56.333","ug/m3","86.85","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:17:40",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-day-min","1 year day min","2021","5.958","ug/m3","86.85","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:37:06",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","2021","0.000","count","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:25:47",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove400","1 year hour exceed 400","2021","0.000","count","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:35:42",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","2021","90.000","ug/m3","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","2021","80.000","ug/m3","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:34:41",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-min","1 year hour min","2021","2.000","ug/m3","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y-3hAbove400","3 consecutive hours in exceedance of 400","2021","0.000","count","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:16:23",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P3Y","3 subsequent calendar years mean","2021","30.411","ug/m3","94.65","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","16/11/2021 21:12:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES0691A","Barcelona (el Poblenou)","SP_08019004_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2021","24.840","ug/m3","86.67","3","Background","Urban","2.2045","41.4039","3.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 20:26:07",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","23.333","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:01:35",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2021","22.000","ug/m3","86.39","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:56:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.4","1 year 90.4 percentile - COMPLIANCE","2021","34.667","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:02:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.41","1 year 90.41 percentile","2021","34.667","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:02:24",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","5.000","count","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:20:04",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max","1 year day max","2021","110.583","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:16:45",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max36","1 year day max 36","2021","34.375","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:29:30",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-min","1 year day min","2021","4.875","ug/m3","87.40","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:36:16",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-max","1 year hour max","2021","448.000","ug/m3","86.39","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-min","1 year hour min","2021","1.000","ug/m3","86.39","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","22.950","ug/m3","89.20","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","16/11/2021 21:12:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2021","24.669","ug/m3","86.39","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 20:26:07",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_12_8","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-per50","1 year 50 percentile","2021","19.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:56:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_12_8","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-max","1 year hour max","2021","467.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_12_8","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-min","1 year hour min","2021","1.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_12_8","NOX as NO2","Nitrogen oxides (air)","P3Y","3 subsequent calendar years mean","2021","38.746","ug/m3","94.26","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","16/11/2021 21:12:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_12_8","NOX as NO2","Nitrogen oxides (air)","P1Y","Annual mean / 1 calendar year","2021","27.543","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 20:26:07",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_7_8","NO","Nitrogen monoxide (air)","P1Y-hr-per50","1 year 50 percentile","2021","2.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:56:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_7_8","NO","Nitrogen monoxide (air)","P1Y-hr-max","1 year hour max","2021","248.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_7_8","NO","Nitrogen monoxide (air)","P1Y-hr-min","1 year hour min","2021","-1.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_7_8","NO","Nitrogen monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","4.695","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 20:26:07",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","19.625","ug/m3","84.11","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:04:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","2021","17.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:56:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","2021","85.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:01:08",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","2021","53.375","ug/m3","84.11","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:17:40",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-day-min","1 year day min","2021","6.208","ug/m3","84.11","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:37:06",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","2021","0.000","count","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:25:47",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove400","1 year hour exceed 400","2021","0.000","count","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:35:42",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","2021","99.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","2021","83.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:34:41",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-hr-min","1 year hour min","2021","2.000","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y-3hAbove400","3 consecutive hours in exceedance of 400","2021","0.000","count","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:16:23",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P3Y","3 subsequent calendar years mean","2021","26.681","ug/m3","94.23","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","16/11/2021 21:12:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES0692A","l'Hospitalet de Llobregat (av. del Torrent Gornal)","SP_08101001_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2021","21.478","ug/m3","84.54","3","Background","Urban","2.1150","41.3705","29.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 20:26:07",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","22.550","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:01:35",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2021","21.000","ug/m3","85.30","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:56:21",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.4","1 year 90.4 percentile - COMPLIANCE","2021","32.542","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:02:00",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.41","1 year 90.41 percentile","2021","32.542","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:02:24",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","3.000","count","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:20:04",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max","1 year day max","2021","106.250","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:16:45",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max36","1 year day max 36","2021","32.000","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:29:30",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-min","1 year day min","2021","7.417","ug/m3","85.21","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:36:16",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-max","1 year hour max","2021","209.000","ug/m3","85.30","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 21:38:29",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-min","1 year hour min","2021","1.000","ug/m3","85.30","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","E2a/UTD AQ e-Reporting","16/11/2021 22:28:19",""
"Spain","NET_ES209A","CCAA Cataluña","ES1148A","Sant Adrià de Besòs (Olímpic)","SP_08194008_10_47","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","23.099","ug/m3","94.38","3","Traffic","Urban","2.2222","41.4256","7.0","Barcelona                                                                       ","ES002K1                                           ","3186049","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","16/11/2021 21:12:00",""
